Name,city,state,country
Technical University of Cartagena,,,Spain
Nagoya Institute of Technology,,,Japan
National Institute for Occupational Safety and Health of Japan,,,Japan
University of Limpopo,,,South Africa
European University Belgrade,,,Serbia
Huntington Medical Research Institutes,,,United States
University of Alcalá ,,,Spain
L. Pasteur University Hospital,,,Slovakia
Polish Air Forces Military Academy in Deblin,,,Poland
Research Institute for Humanity and Nature,,,Japan
Governors State University,,,United States
Hamburg University of Applied Sciences,,,Germany
Samford University,,,United States
Warsaw University of Technology,,,Poland
Suzhou University of Science and Technology,,,China
National Institute for Health Development,,,Estonia
University Fernando Pessoa,,,Portugal
Adelphi University,,,United States
Karlstad University,,,Sweden
Vilnius Gediminas Technical University,,,Lithuania
South Ural State University,,,Russia
Shanghai University of Finance and Economics,,,China
UCL Institute of Education,,,United Kingdom
Namik Kemal University,,,Turkey
University of Borås,,,Sweden
University of Education Schwäbisch Gmünd,,,Germany
International Hellenic University,,,Greece
Suor Orsola Benincasa University,,,Italy
University of Klagenfurt,,,Austria
Catholic University of America,,,United States
Pontifical University of Salamanca,,,Spain
Bundeswehr University Munich,,,Germany
National Institute for Environmental Studies,,,Japan
State University of Medicine and Pharmacy Nicolae Testemitanu,,,Moldova
University of Gävle,,,Sweden
Kookmin University,,,South Korea
Centre for Ecology & Hydrology,,,United Kingdom
AGH University of Science and Technology,,,Poland
MRC/CSO Social and Public Health Sciences Unit,,,United Kingdom
Ruppin Academic Center,,,Israel
Fondazione Bruno Kessler,,,Italy
Centre for Research on Ecology and Forestry Applications,,,Spain
University of Michigan-Dearborn,,,United States
Kristianstad University,,,Sweden
Royal Netherlands Institute of Sea Research (NIOZ),,,Netherlands
National Tsing Hua University,,,Taiwan
Social Sciences University of Ankara,,,Turkey
University of La Réunion,,,France
University of Le�n,,,Spain
Politecnico di Milano,,,Italy
University of Mostar,,,Bosnia and Herzegovina
University of Shahrood,,,Iran
Leeds Beckett University,,,United Kingdom
Coventry University,,,United Kingdom
NHS Grampian,,,United Kingdom
University of Derby,,,United Kingdom
Institute of Physiology and Pathology of Hearing,,,Poland
Vistula University,,,Poland
Ono Academic College,,,Israel
University of Liège,,,Belgium
Henan Institute of Science and Technology (HIST),,,China
Xiamen University of Technology (XMUT),,,China
Kyungpook National University Hospital,,,South Korea
University of the Punjab,,,Pakistan
IRCCS Centro Cardiologico Monzino,,,Italy
University of Hradec Králové,,,Czech Republic
London South Bank University,,,United Kingdom
"King Mongkut's University of Technology, Thonburi",,,Thailand
University of Jaén,,,Spain
Gheorghe Asachi Technical University of Iasi,,,Romania
University of Hagen,,,Germany
Southwest Petroleum University,,,China
Islamic University of Gaza,,,Palestine
Vasile Alecsandri University of Bacau,,,Romania
"California State University, Northridge",,,United States
Western Norway University of Applied Sciences,,,Norway
Texas Southern University,,,United States
University of Jyväskylä ,,,Finland
Istituto Zooprofilattico Sperimentale della Sicilia,,,Italy
Catholic University Our Lady of Good Counsel,,,Albania
University of Łódź,,,Poland
Bialystok University of Technology,,,Poland
Chengdu University of Information Technology (CUIT),,,China
Meteorological Research Institute,,,Japan
Shimane University Hospital,,,Japan
"University of Mentouri, Constantine",,,Algeria
National Research University Higher School of Economics (HSE),,,Russia
Muhlenberg College,,,United States
Wellesley College,,,United States
National Institutes for the Humanities,,,Japan
National Taiwan Ocean University,,,Taiwan
University of Westminster,,,United Kingdom
Universitas Padjadjaran (UNPAD),,,Indonesia
"Institute for Research in Biomedicine, Barcelona",,,Spain
Ontario Institute for Cancer Research,,,Canada
Korea Institute of Industrial Technology,,,South Korea
WALTHAM Centre for Pet Nutrition,,,United Kingdom
Chinese Academy of Surveying and Mapping,,,China
Wesleyan University,,,United States
Peres Academic Center,,,Israel
California State University-Fresno,,,United States
"Qingdao Institute of Marine Geology, China Geology Survey",,,China
University of Wolverhampton,,,United Kingdom
University of Presov,,,Slovakia
Middlesex University,,,United Kingdom
Dalarna University,,,Sweden
Universiti Teknologi Malaysia,,,Malaysia
John Paul II Catholic University of Lublin,,,Poland
"University of Medicine, Pharmacy, Science and Technology of Târgu Mureş",,,Romania
Uzhhorod National University,,,Ukraine
University of Macerata,,,Italy
University of Calabria,,,Italy
Central University of Finance and Economics,,,China
Eastern Michigan University,,,United States
Kist-Kaist Ambiguous,,,South Korea
University of Southern Queensland,,,Australia
Harbin University of Science and Technology,,,China
Whittington Health NHS Trust,,,United Kingdom
University of Nicosia,,,Cyprus
"Migal - Galilee Technology Center, Ltd",,,Israel
University Institute of Maia - ISMAI,,,Portugal
Southern Cross University,,,Australia
University of Münster,,,Germany
University of Michigan-Flint,,,United States
Hellenic Health Foundation,,,Greece
Hospital General Universitario de Albacete,,,Spain
"Southern Illinois University, Edwardsville",,,United States
Fordham University,,,United States
Brock University,,,Canada
Iran University of Science and Technology,,,Iran
Vidant Health,,,United States
University of Neuchâtel,,,Switzerland
Universidad a Distancia de Madrid (UDIMA),,,Spain
Martini Ziekenhuis,,,Netherlands
American University,,,United States
Shanghai University of Engineering Science,,,China
University of São Paulo,,,Brazil
University of Avignon,,,France
University of Nîmes,,,France
Warsaw School of Economics,,,Poland
Korea Institute of Geoscience and Mineral Resources,,,South Korea
Jesuit University of Philosophy and Education Ignatianum in Krak�w,,,Poland
Children's Health Research Institute,,,Canada
China University of Petroleum Beijing,,,China
Sam Houston State University,,,United States
ESIEE PARIS,,,France
University of Applied Sciences Leiden,,,Netherlands
NVU Ho Chi Minh City Ambigu,,,Vietnam
University of Mauritius,,,Mauritius
Galway University Hospitals,,,Ireland
Amsterdam University of Applied Sciences,,,Netherlands
Kwansei Gakuin University,,,Japan
Parkland Health & Hospital System,,,United States
University of Orléans,,,France
University of Toulouse-Jean Jaurés,,,France
University of Tromsø  - The Arctic University of Norway,,,Norway
Balgrist University Hospital,,,Switzerland
Alexandru Ioan Cuza University of Iasi,,,Romania
Jiangxi University of Finance and Economics,,,China
East China Jiaotong University (ECJTU),,,China
Mid Sweden University,,,Sweden
University of Pécs,,,Hungary
Kangwon National University Hospital,,,South Korea
Complejo Hospitalario Universitario Insular - Materno Infantil,,,Spain
University of Applied Sciences Bonn-Rhein-Sieg,,,Germany
Queen Fabiola Children's University Hospital,,,Belgium
Bingol University,,,Turkey
University of Applied Sciences Ravensburg-Weingarten,,,Germany
Bartin University,,,Turkey
Anna University,,,India
National University of Political Studies and Public Administration,,,Romania
Universidade de Guarulhos - UnG,,,Brazil
WSB University,,,Poland
Max Stern Yezreel Valley College,,,Israel
Roessingh Research and Development,,,Netherlands
DePauw University,,,United States
Chongqing Jiaotong University,,,China
ISCTE - University Institute of Lisbon,,,Portugal
Neoma Business School,,,France
National Agricultural Research and Innovation Centre,,,Hungary
Horia Hulubei National Institute for R&D in Physics and Nuclear Engineering (IFIN-HH),,,Romania
University of Worcester,,,United Kingdom
University of Rzeszów,,,Poland
Social Insurance Institution (KELA),,,Finland
Tamkang University,,,Taiwan
National University of Mongolia,,,Mongolia
Angela Boškin Faculty of Health Care,,,Slovenia
University of Skövde,,,Sweden
North South University (NSU),,,Bangladesh
Aurel Vlaicu University of Arad,,,Romania
Cancer Prevention Institute of California,,,United States
Birzeit University,,,Palestine
London Metropolitan University,,,United Kingdom
University of Primorska,,,Slovenia
Handong Global University,,,South Korea
University of Northern Colorado,,,United States
Singapore Management University,,,Singapore
Scuola Normale Superiore,,,Italy
"University of the Philippines Los Baños (UPLB, UP Los Baños)",,,Philippines
Istituto Nazionale di Geofisica e Vulcanologia,,,Italy
Institut Laue-Langevin,,,France
V.I. Ilichev Pacific Oceanological Institute,,,Russia
Titu Maiorescu University,,,Romania
Universidad Europea de Valencia,,,Spain
"Paris-Centre de Recherche Cardiovasculaire, U970",,,Italy
University of Trás-os-Montes and Alto Douro,,,Portugal
Indiana State University,,,United States
"National University of Ireland, Maynooth",,,Ireland
The Main School of Fire Service,,,Poland
Kazimierz Wielki University in Bydgoszcz,,,Poland
University of Ontario Institute of Technology,,,Canada
State School of Higher Education in Chelm,,,Poland
"UMIT - Private University for Health Sciences, Medical Informatics and Technology",,,Austria
Technical University of Lisbon,,,Portugal
Guangzhou Marine Geological Survey,,,China
University of Trier,,,Germany
York St John University,,,United Kingdom
Oregon Research Institute,,,United States
Open University of Israel,,,Israel
Laurea University of Applied Sciences,,,Finland
Fu Jen Catholic University Hospital,,,Taiwan
Luxembourg Institute of Science and Technology,,,Luxembourg
Radiation and Nuclear Safety Authority (STUK),,,Finland
Foro Italico University of Rome,,,Italy
Politehnica University of Timi?oara,,,Romania
UNESCO,,,France
Ball State University,,,United States
Universidade Federal do Estado do Rio de Janeiro,,,Brazil
University of Technology of Belfort-Montb�liard,,,France
Netherlands Organisation for Scientific Research (NWO),,,Netherlands
Lappeenranta University of Technology LUT,,,Finland
Neapolis University,,,Cyprus
National Institute of Economic and Social Research�(NIESR),,,United Kingdom
University of Arkansas at Little Rock,,,United States
Hue University,,,Vietnam
National Institute of Research and Development for Biological Sciences,,,Romania
University of Quebec at Abitibi-Temiscamingue,,,Canada
Chemnitz University of Technology,,,Germany
Federation University Australia,,,Australia
Changjiang River Scientific Research Institute,,,China
VA Maryland Health Care System,,,United States
Xi'an Shiyou University (XSYU),,,China
MSH Medical School Hamburg,,,Germany
Changsha University of Science and Technology,,,China
Poznan University of Technology,,,Poland
Czestochowa University of Technology,,,Poland
"University of Veterinary Medicine and Pharmacy,  Košice",,,Slovakia
European University - Laureate International Universities,,,Portugal
CAMPUS 02 University of Applied Sciences,,,Austria
JAMK University of Applied Sciences,,,Finland
Laboratory for Sciences of Climate and Environment,,,France
Foundation for Biomedical Research and Innovation,,,Japan
Institut Polytechnique de Paris,,,France
Bridgeport Hospital,,,United States
California State University San Marcos,,,United States
University of Prishtina Hasan Prishtina,,,Kosovo
University of Vlorë Ismail Qemali,,,Albania
Joint Institute for Nuclear Research,,,Russia
Open University of Cyprus,,,Cyprus
Kristiania University College,,,Norway
Hebei University of Science and Technology,,,China
Thapar Institute of Engineering and Technology,,,India
Suranaree University of Technology,,,Thailand
University Pierre et Marie Curie,,,France
Finnish Environment Institute (SYKE),,,Finland
University of Yaoundé I,,,Cameroon
University of St Thomas,,,United States
"St Michael's Hospital, Bristol",,,United Kingdom
Meir Medical Center,,,Israel
Korea University Medical Center,,,South Korea
Korea University Guro Hospital,,,South Korea
Lovisenberg Diaconal University College,,,Norway
Okan University,,,Turkey
Korea Centers for Disease Control and Prevention,,,South Korea
Abat Oliba CEU University,,,Spain
Warwick Business School,,,United Kingdom
University de los Andes,,,Chile
Istituto Nazionale di Fisica Nucleare,,,Italy
University Carlo Cattaneo,,,Italy
University of Yaoundé II,,,Cameroon
Imam Khomeini International University (IKIU),,,Iran
Centre for Research in Environmental Epidemiology,,,Spain
Electronics and Telecommunications Research Institute,,,South Korea
Fulda University of Applied Sciences,,,Germany
Heidelberg University of Education,,,Germany
University of Chester,,,United Kingdom
Tokyo Metropolitan University,,,Japan
Korea University Ansan Hospital,,,South Korea
Blekinge Institute of Technology,,,Sweden
University of Zielona Góra,,,Poland
University of Žilina,,,Slovakia
Hebrew SeniorLife,,,United States
Economic and Social Research Institute,,,Ireland
Lviv State University of Physical Culture,,,Ukraine
The Red Cross University College,,,Sweden
Alliance Manchester Business School,,,United Kingdom
"Goldsmiths, University of London",,,United Kingdom
Magdeburg-Stendal University of Applied Sciences,,,Germany
West University of Timisoara,,,Romania
Andrzej Frycz Modrzewski Krakow University,,,Poland
University of Évora,,,Portugal
Naresuan University,,,Thailand
Institute for Frontier Areas of Psychology and Mental Health (IGPP),,,Germany
Yokohama National University - YNU,,,Japan
"West Pomeranian University of Technology, Szczecin",,,Poland
Northern Illinois University,,,United States
Huaiyin Institute of Technology,,,China
Centre de recherches en mathematiques de la decision,,,France
University of Economics in Bratislava,,,Slovakia
Leuphana University of Lüneburg,,,Germany
Miguel de Cervantes European University,,,Spain
University of Koblenz and Landau,,,Germany
Université Abdelhamid Ibn Badis de Mostaganem,,,Algeria
Natural Resources Institute Finland,,,Finland
University of Pitesti,,,Romania
Université Bourgogne - Franche-Comté,,,France
Netherlands Foundation of Scientific Research Institutes (NWO-I),,,Netherlands
James Madison University,,,United States
Prague College of Psychosocial Studies,,,Czech Republic
City College of New York,,,United States
Dalian Maritime University,,,China
Tianjin Polytechnic University,,,China
Leibniz Institute for Agricultural Development in Central & Eastern Europe IAMO,,,Germany
Observatoire Aquitain des Sciences de l'Univers,,,France
University of Information Technology and Management in Rzesz�w,,,Poland
Dankook University Hospital,,,South Korea
VNU Hanoi Ambigu,,,Vietnam
Fox Chase Cancer Center,,,United States
Fondazione Umberto Veronesi,,,Italy
Valencian International University,,,Spain
"University of Applied Health Sciences, Zagreb",,,Croatia
Alcohol Research Group,,,United States
University of Bergamo,,,Italy
USC Norris Comprehensive Cancer Center,,,United States
Universidad Pontificia Bolivariana,,,Colombia
Royal Infirmary of Edinburgh,,,United Kingdom
Université Bretagne Loire,,,France
"The Royal Hospital, Oman",,,Oman
Université Catholique de Lille,,,France
Université Cattolica del Sacro Cuore,,,Italy
University of Dodoma,,,Tanzania
Osaka Institute of Technology,,,Japan
Sultan Qaboos University Hospital,,,Oman
Advocate Illinois Masonic Medical Center,,,United States
National University - Sudan,,,Sudan
Osaka General Medical Center,,,Japan
International Vaccine Institute,,,South Korea
Osaka City University Hospital,,,Japan
Freie Universitat Berlin,,,Germany
Amrita Institute of Medical Sciences,,,India
Lincoln Medical and Mental Health Center,,,United States
Université confédérale Léonard de Vinci,,,France
Kobe University Hospital,,,Japan
University of Peradeniya,,,Sri Lanka
Thammasat University Hospital,,,Thailand
"Ministry of Research, Technology, & Higher Education",,,Indonesia
Libre Vrije Ambiguous,,,Belgium
National Cerebral & Cardiovascular Center,,,Japan
Yunnan Normal University,,,China
Leibniz Institute of Plant Biochemistry,,,Germany
Japan Agency for Medical Research and Development,,,Japan
Gdansk University of Technology,,,Poland
Saga University,,,Japan
Université Côte d'Azur,,,France
Université de Franche-Comté,,,France
Consorzio Interuniversitario per Lo Sviluppo dei Sistemi a Grande Interfase,,,Italy
Korea Institute of Radiological and Medical Sciences,,,South Korea
Gdynia Maritime University,,,Poland
Korea Research Institute of Chemical Technology,,,South Korea
Department of Science and Technology,,,South Africa
"Institute of Advanced Chemistry of Catalonia, CSIC",,,Spain
Bogomoletz Institute of Physiology,,,Ukraine
Belgorod State University,,,Russia
Sandia National Laboratories,,,United States
"Institute of Microbiology, ASCR",,,Czech Republic
Hassiba Benbouali University of Chlef,,,Algeria
Leibniz Institute of Neurobiology,,,Germany
Centro Studi e Ricerche Enrico Fermi,,,Italy
iTHemba Labs,,,South Africa
National Research Foundation of South Africa,,,South Africa
"Alberto Sols Biomedical Research Institute, CSIC",,,Spain
Leiden University Medical Center,,,Netherlands
Instituto de Engenharia Nuclear - IEN,,,Brazil
Genetic Improvement and Adaptation of Mediterranean and Tropical Plants,,,France
Université de Kinshasa,,,Congo-Kinshasa
AO Research Institute Davos (ARI),,,Switzerland
Agroscope Liebefeld Posieux Research Station ALP,,,Switzerland
Université de Lorraine,,,France
"Nuclear Physics Institute, ASCR",,,Czech Republic
Centre for Behavioural Brain Sciences,,,Germany
Institute of Oncology Ljubljana,,,Slovenia
Lakehead University,,,Canada
San Jose State University,,,United States
Université de Lyon,,,France
International Institute of Molecular and Cell Biology in Warsaw (IIMCB),,,Poland
Max Planck Institute for the Biology of Ageing,,,Germany
Lomza State University of Applied Sciences,,,Poland
"Leibniz Institute for Polymer Research, Dresden",,,Germany
Université de Nantes,,,France
Jadavpur University,,,India
Korea Basic Science Institute,,,South Korea
Institut de physique et chimie des materiaux de Strasbourg,,,France
National Institute for Materials Science,,,Japan
Grenoble Institute of Technology,,,France
University of Louisiana at Lafayette,,,United States
Japanese Foundation for Cancer Research,,,Japan
Helmholtz Center Geesthacht for Materials and Coastal Research,,,Germany
Université de recherche Paris sciences et lettres,,,France
Université de Sherbrooke,,,Canada
Zhejiang Academy of Agricultural Sciences,,,China
Public Higher Medical Professional School in Opole,,,Poland
Schlumberger-Doll Research Center,,,United States
University of Electro-Communications,,,Japan
"Leibniz Institute for Plant Genetics and Crop Plant Research, IPK",,,Germany
National Institute of Oncology,,,Hungary
"Institute of Experimental Botany, ASCR",,,Czech Republic
University of Bialystok,,,Poland
Clark Atlanta University,,,United States
Gyeongsang National University Hospital,,,South Korea
Institute of Cellular Biology and Pathology Nicolae Simionescu,,,Romania
St. Antonius Ziekenhuis,,,Netherlands
Meijo University,,,Japan
Université de Tours,,,France
Budker Institute of Nuclear Physics,,,Russia
Université de Tunis El Manar,,,Tunisia
Southern Methodist University,,,United States
Research Institute for Fodder Crops,,,Czech Republic
Dalian Polytechnic University (DPU),,,China
"Western General Hospital, Edinburgh",,,United Kingdom
European Synchrotron Radiation Facility,,,France
Université de Versailles Saint-Quentin-en-Yvelines,,,France
FIRC Molecular Oncology Institute (IFOM),,,Italy
Duquesne University of the Holy Spirit,,,United States
Universitá degli Studi del Sannio di Benevento,,,Italy
Max Planck Institute for Molecular Cell Biology and Genetics,,,Germany
Universidade Nove de Julho - UNINOVE,,,Brazil
Steadman Philippon Research Institute,,,United States
Lawrence Livermore National Laboratory,,,United States
IMC University of Applied Sciences Krems,,,Austria
Eszterhazy Karoly University,,,Hungary
Qiqihar University,,,China
National Institute of Research and Development for Electrochemistry and Condensed Matter,,,Romania
Inner Mongolia University of Technology (IMUT),,,China
Max Planck Institute for Chemical Ecology,,,Germany
Consorzio per l'Area di Ricerca Scientifica e Tecnologica di Trieste,,,Italy
Hebei University of Engineering,,,China
"Royal Botanic Gardens, Kew",,,United Kingdom
Oklahoma City VA Medical Center,,,United States
Bharathidasan University,,,India
ESPIC Hopitaux pediatriques de Nice CHU-Lenval,,,France
Institute of Plant Protection - National Research Institute (IOR),,,Poland
Animal Health Trust,,,United Kingdom
Siberian Federal University,,,Russia
University of Sulaimani,,,Iraq
Centre Hospitalier Regional Universitaire de Nancy,,,France
Pontifical and Royal University of Santo Tomas (UST),,,Philippines
Fujian Academy of Agriculture Sciences,,,China
CNR Institute for Nanoscience NNL,,,Italy
Petrozavodsk State University (PetrSU),,,Russia
Brandenburg Medical School,,,Germany
Leibniz Institute for New Materials,,,Germany
Istituto Zooprofilattico Sperimentale del'Abruzzo e del Molise (IZSAM),,,Italy
Carmel Medical Center,,,Israel
"University of Alabama, Huntsville",,,United States
National Interuniversity Consortium of Materials Science and Technology,,,Italy
Southwest Research Institute,,,United States
Universitá  degli Studi della Tuscia,,,Italy
Universitá  degli studi di Enna Kore,,,Italy
University of the Pacific,,,United States
Universitá  del Salento,,,Italy
"Institute of Catalysis and Petroleum Chemistry, CSIC",,,Spain
Cracow University of Technology,,,Poland
University of Shizuoka,,,Japan
University of Madras,,,India
Institut National de la Transfusion Sanguine,,,France
Centre for Human Drug Research,,,Netherlands
Escola Universitaria Vasco da Gama,,,Portugal
Universitá  della Svizzera italiana,,,Switzerland
Yildiz Technical University,,,Turkey
National Institute of Chemistry,,,Slovenia
Krasnoyarsk State Medical University,,,Russia
Chiba Cancer Center,,,Japan
Escola Superior de Saude Jean Piaget do Algarve,,,Portugal
Hasbro Children's Hospital,,,United States
University Hospital Olomouc,,,Czech Republic
Université des Antilles,,,France
Institute of Hematology and Blood Transfusion (IHBT),,,Czech Republic
Korea Institute of Toxicology,,,South Korea
"Institute of Cellular Medicine, Newcastle University",,,United Kingdom
Institute for Agricultural and Fisheries Research,,,Belgium
University Children's Hospital Basel,,,Switzerland
Université des Sciences et de la Technologie Houari Boumediene,,,Algeria
Escola Nacional de Saude Publica Sergio Arouca,,,Brazil
University of Banja Luka,,,Bosnia and Herzegovina
Institut Charles Sadron,,,France
Université du Littoral Côte d'Opale,,,France
Institute of Biophysics SB RAS,,,Russia
Kazan State Medical University,,,Russia
RIKEN Center for Sustainable Resource Science,,,Japan
Frederick National Laboratory for Cancer Research,,,United States
Medical University of Varna Prof. Dr. Paraskev Stoyanov,,,Bulgaria
South Texas Veterans Health Care System,,,United States
The Queen Elizabeth Hospital,,,Australia
"National Institute of Public Health, Czech Republic",,,Czech Republic
Université du Québec  Montréal,,,Canada
Institute of Physical Chemistry Ilie Murgulescu,,,Romania
Université fédérale de Toulouse-Midi-Pyrénées,,,France
University of Augsburg,,,Germany
University of Science and Technology in Bydgoszcz,,,Poland
Institut Paoli-Calmettes,,,France
Istituto Pasteur Italia,,,Italy
Fraunhofer Institute for Interfacial Engineering and Biotechnology (IGB),,,Germany
National Research Nuclear University MEPhI,,,Russia
CNR Institute for Nanoscience S3,,,Italy
Université Grenoble Alpes,,,France
Polar Research Institute of China,,,China
Université Grenoble Alpes ComUE,,,France
Osaka University of Pharmaceutical Sciences,,,Japan
Worcester Polytechnic Institute,,,United States
University of Wyoming,,,United States
Gateshead Health NHS Foundation Trust,,,United Kingdom
Université Jean Monnet Saint-Étienne,,,France
Université Joseph Fourier,,,France
Yerevan State University,,,Armenia
Institute of Endocrinology,,,Czech Republic
Francis Crick Institute,,,United Kingdom
Escola Bahiana de Medicina e Saude Publica,,,Brazil
Office of Naval Research,,,United States
Universidade Federal Rural de Pernambuco,,,Brazil
SIGMA Clermont,,,France
Hospital Universitario Joan XXIII de Tarragona,,,Spain
Microbial Chemistry Research Foundation (MCRF),,,Japan
University Hospital Getafe,,,Spain
Experimental Cancer Medicine Centres,,,United Kingdom
"Institut de Chimie des Substances Naturelles (ICSN), CNRS",,,France
Minerva Foundation Institute for Medical Research,,,Finland
Valencia Oncology Institute,,,Spain
University of Medicine and Pharmacy of Craiova,,,Romania
Kennesaw State University,,,United States
"European Molecular Biology Laboratory, Hamburg",,,Germany
Oncopole - Institut Universitaire du Cancer de Toulouse,,,France
Nara Institute of Science and Technology,,,Japan
International Center Bamboo and Rattan,,,China
Altai State University,,,Russia
Artois University,,,France
"Shriners Hospital for Children, Canada",,,Canada
The Lundquist Institute,,,United States
Leibniz Institute for Agricultural Engineering Potsdam-Bornim,,,Germany
"Institut de Chimie, CNRS",,,France
Kurukshetra University,,,India
Rutgers University - Camden,,,United States
Elettra - Sincrotrone Trieste S.C.p.A,,,Italy
University of Ss. Cyril and Methodius,,,Slovakia
Riken Spring-8 Center,,,Japan
Institut Jean Lamour (Materiaux - Metallurgie - Nanosciences - Plasmas - Surfaces),,,France
National Eye Institute,,,United States
United States Navy,,,United States
Chulabhorn Research Institute,,,Thailand
Accademia Europea Bolzano EURAC,,,Italy
K. Kaczkowski Military Institute of Hygiene and Epidemiology,,,Poland
Wonkwang University Hospital,,,South Korea
Centre de Recherches en Nutrition Humaine d'Auvergne,,,France
CNR Institute of Biostructure and Bioimaging (IBB),,,Italy
Centre of Excellence for Integrated Approaches in Chemistry and Biology of Proteins,,,Slovenia
Prairie View A&M University,,,United States
"Instituto de Quimica Medica, CSIC",,,Spain
Concordia University,,,Canada
University of Yazd,,,Iran
Xiangtan University,,,China
"University of the Philippines Visayas (UPV, UP Visayas)",,,Philippines
Max Planck Institute of Heart and Lung Research,,,Germany
Istituto Ortopedico Rizzoli,,,Italy
Museo Storico della Fisica,,,Italy
Université Lasalle,,,France
Samsung Biomedical Research Institute,,,South Korea
Anhui University of Technology,,,China
Barcelona Institute of Science and Technology BIST,,,Spain
Instituto Militar de Engenharia - IME,,,Brazil
Baltimore VA Medical Center,,,United States
Ersta Skondal Bracke University College,,,Sweden
University Hospital of Giessen,,,Germany
"Rocasolano Institute of Physical Chemistry, CSIC",,,Spain
Embrapa Recursos Geneticos e Biotecnologia,,,Brazil
Research Institute of Horticulture,,,Poland
"Centro de Edafalogia y Biologica Aplicada del Segura, CSIC",,,Spain
Irkutsk State University,,,Russia
United States Military Academy,,,United States
Immanuel Kant Baltic Federal University,,,Russia
Voevodsky Institute of Chemical Kinetics and Combustion,,,Russia
National Museum of Marine Biology and Aquarium,,,Taiwan
The Jaroslaw Dabrowski Military University of Technology in Warsaw,,,Poland
Naval Research Laboratory,,,United States
Embrapa Pecuaria Sudeste,,,Brazil
Birmingham VA Medical Center,,,United States
Kazusa DNA Research Institute,,,Japan
Centre of Postgraduate Medical Education (CMKP),,,Poland
Kursk State Medical University,,,Russia
Université Laval,,,Canada
Richard L Roudebush VA Medical Center,,,United States
Hamm-Lippstadt University of Applied Sciences,,,Germany
Gebze Technical University,,,Turkey
Paisii Hilendarski University of Plovdiv,,,Bulgaria
Federal University of Lavras,,,Brazil
Saratov Chernyshevsky State University,,,Russia
Florida Institute of Technology,,,United States
Université Libre de Bruxelles,,,Belgium
Institute of Chemical Biology and Fundamental Medicine,,,Russia
Ponce School of Medicine and Health Sciences,,,United States
CEISAM,,,France
Food Research Institute,,,Slovakia
VNU University of Science (VNU-HUS),,,Vietnam
"National Institute for Laser, Plasma and Radiation Physics",,,Romania
National Renewable Energy Laboratory,,,United States
BAM Federal Institute for Materials Research and Testing,,,Germany
Queen Elizabeth Hospital Gateshead,,,United Kingdom
Industrial Technology Research Institute,,,Taiwan
Royal Brompton & Harefield NHS Foundation Trust,,,United Kingdom
Clement J. Zablocki VA Medical Center,,,United States
Max Planck Institute of Molecular Plant Physiology,,,Germany
Bogomolets National Medical University,,,Ukraine
"Teachers College, Columbia University",,,United States
Bu-Ali Sina University,,,Iran
IMDEA Institutes (Madrid Institute of Advanced Studies),,,Spain
National Institute of Standards and Technology,,,United States
Consorzio Interuniversitario per la Gestione del Centro di Calcolo Elettronico dell Italia Nord Orientale,,,Italy
Yancheng Institute of Technology (YCIT),,,China
JARA BRAIN,,,Germany
"Wigner Research Centre for Physics, MTA",,,Hungary
Embrapa Instrumentacao,,,Brazil
Harefield Hospital,,,United Kingdom
Vassar College,,,United States
Université Montpellier 1,,,France
North Florida/South Georgia Veterans Health System,,,United States
Daegu Gyeongbuk Institute of Science and Technology (DGIST),,,South Korea
Wellcome Trust Sanger Institute,,,United Kingdom
"Institute of Experimental Medicine, ASCR",,,Czech Republic
Heidelberg Institute for Theoretical Studies (HITS),,,Germany
Alexander Fleming Biomedical Sciences Research Center,,,Greece
"Department of Agricultural Science, CSIC",,,Spain
John D. Dingell VA Medical Center,,,United States
North University of China,,,China
Eidgenossische Technische Hochschule Zurich,,,Switzerland
National Institute on Alcohol Abuse and Alcoholism,,,United States
United States Department of Commerce,,,United States
College of William and Mary,,,United States
Norwegian Radium Hospital,,,Norway
Oxford Centre for Diabetes Endocrinology and Metabolism,,,United Kingdom
Kimron Veterinary Institute,,,Israel
UPMC Children's Hospital of Pittsburgh,,,United States
National Institute of Horticultural and Herbal Science,,,South Korea
Fundacio Puigvert,,,Spain
Institut Claudius Regaud,,,France
University of Pardubice,,,Czech Republic
Unite de glycobiologie structurale et fonctionnelle,,,France
National Research Institute of Health,,,South Korea
Institute of Hematology and Transfusion Medicine,,,Poland
Instutul National Victor Babes,,,Romania
Japan Advanced Institute of Science and Technology,,,Japan
IMDEA Materials Institute,,,Spain
Klinik Ottakring,,,Austria
Institut de Chimie de Clermont-Ferrand,,,France
Munich University of Applied Sciences,,,Germany
Punjab Agricultural University,,,India
Joanneum Research,,,Austria
Research Centre Pharmaceutical Engineering,,,Austria
Bahauddin Zakariya University (BZU),,,Pakistan
China Institute of Atomic Energy,,,China
Santa Clara University,,,United States
Central Arkansas Veterans Healthcare System,,,United States
Federal Institute for Drugs and Medical Devices,,,Germany
Main Line Health System,,,United States
Izmir University of Economics,,,Turkey
St Vincent's Hospital Sydney,,,Australia
"Tripode, Groupe hospitalier Pellegrin",,,France
Harry S. Truman Memorial Veterans' Hospital,,,United States
NYC Health + Hospitals/Queens,,,United States
Altinbas University,,,Turkey
Consejo Nacional de Investigaciones Cientificas y Tecnicas,,,Argentina
Southern Health and Social Care Trust,,,United Kingdom
Mount Sinai Beth Israel,,,United States
Seattle Pacific University,,,United States
